DEPTH;CAL;DEN;DTC;DTS;GR;NEU;nmrFF;nmrPerm;nmrPhie;nmrPhiT;PE;RES10;RES90
2523,0096;12,4124;2,4147;63,6725;116,7551;15,6204;0,1314;0,1205;52,0836;0,1672;0,1672;4,8936;172,1496;300,4492
2523,162;12,3997;2,4214;64,0931;116,3988;15,3187;0,1814;0,1373;72,5563;0,2008;0,205;5,1795;173,5283;303,5037
2523,3144;12,3776;2,4363;61,7513;112,1366;14,4889;0,242;0,1581;169,4205;0,2084;0,2133;5,332;173,5672;295,9448
2523,4668;12,335;2,451;59,6137;107,8553;13,4135;0,2715;0,1619;277,2228;0,1983;0,2013;5,1249;174,654;296,141
2523,6192;12,3889;2,4619;59,3464;108,3842;13,4982;0,24;0,1658;635,3644;0,1882;0,1893;4,5562;174,3823;295,6855
2523,7716;12,4158;2,4532;59,8392;111,0513;13,6917;0,2149;0,1666;1601,5258;0,1778;0,1802;4,0656;167,1588;275,4031
2523,924;12,4161;2,4225;61,9276;113,8139;15,115;0,1942;0,1619;830,9192;0,1741;0,1801;3,9442;158,1985;254,7273
2524,0764;12,3808;2,3944;63,1773;115,134;15,4313;0,1856;0,154;554,0917;0,1654;0,1737;4,1882;160,5148;265,2169
2524,2288;12,4115;2,3728;63,2051;113,1556;16,1941;0,1661;0,1493;487,3702;0,1587;0,1685;4,6036;182,942;304,6579
2524,3812;12,4104;2,3817;64,2091;117,9989;14,8973;0,1518;0,1446;426,8782;0,152;0,1633;4,9703;203,6495;342,3416
2524,5336;12,4258;2,4006;64,9125;121,0221;15,0238;0,1349;0,1447;470,7357;0,1492;0,1623;5,2056;243,039;412,9583
2524,686;12,42;2,4209;65,8136;122,9744;14,1698;0,144;0,133;360,8913;0,1392;0,1484;5,1902;271,2421;456,1195
2524,8384;12,3379;2,4463;66,177;123,102;14,3888;0,1558;0,1198;292,8327;0,127;0,132;4,9092;295,9533;504,7791
2524,9908;12,3842;2,4845;64,756;118,3947;13,9373;0,1564;0,1136;302,9035;0,1199;0,1235;4,495;318,1768;535,6134
2525,1432;12,4027;2,5163;62,1315;112,8555;14,4155;0,1318;0,1073;339,0171;0,1128;0,115;4,2508;341,0599;577,896
2525,2956;12,3875;2,5121;59,6187;108,3907;15,3035;0,1117;0,125;1010,0478;0,1312;0,1318;4,3625;354,3135;583,325
2525,448;12,3923;2,4659;58,903;108,0096;15,1629;0,1111;0,141;1505,4578;0,1476;0,1491;4,7351;354,1575;586,3661
2525,6004;12,3755;2,4098;61,4471;111,3917;13,6866;0,1299;0,1487;1088,2887;0,1558;0,1603;5,0644;341,0357;545,6057
2525,7528;12,3855;2,3768;65,4996;116,9893;10,88;0,1496;0,1476;846,3425;0,1546;0,1607;5,191;318,4305;495,1417
2525,9052;12,4164;2,3745;67,8231;121,9923;9,7944;0,1645;0,1466;676,6047;0,1534;0,1612;5,1695;302,0355;460,1665
2526,0576;12,3999;2,386;68,6475;124,8217;9,5354;0,165;0,1446;557,0565;0,1516;0,1604;5,1274;268,8066;400,5791
2526,21;12,3747;2,4003;68,5638;125,5456;9,3676;0,1582;0,1435;443,9901;0,1502;0,1612;5,091;226,4536;328,5274
2526,3624;12,4452;2,4139;67,7141;123,4489;9,2662;0,1407;0,1354;247,3028;0,1443;0,1565;5,067;175,5923;247,9913
